DATETIME,PLANT_ID,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD,DATE_TIME,SOURCE_KEY,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,HOUR,CLOUD_CONDITION,EFFICIENCY_RATIO,DATE
2020-05-15 08:00:00,4135001,64834.803572,6365.6089285,280.0373376681818,6853081.751545455,2020-05-15 08:00:00,HmiyD2TTLFNqkNe,25.41951306666667,31.412544733333327,0.2016386213333333,8,Cloud-Affected,0.09818197291877191,2020-05-15
2020-05-15 08:15:00,4135001,101937.157142,10002.0646429,374.05487013181823,6853175.943181818,2020-05-15 08:15:00,HmiyD2TTLFNqkNe,25.95908213333333,35.5287108,0.3457076533333333,8,Clear-Sky,0.09811990959260296,2020-05-15
2020-05-15 08:30:00,4135001,112129.565473,10995.602976099999,498.63582251363636,6853300.587318182,2020-05-15 08:30:00,HmiyD2TTLFNqkNe,26.430782066666666,40.3180586,0.4053485726666666,8,Clear-Sky,0.09806158553916507,2020-05-15
2020-05-15 08:45:00,4135001,92505.464285,9080.0678571,603.1599026,6853404.890454546,2020-05-15 08:45:00,HmiyD2TTLFNqkNe,26.8318298,39.08195373333332,0.3124267953333332,8,Clear-Sky,0.09815709728373698,2020-05-15
2020-05-15 09:00:00,4135001,165598.892858,16211.35,754.2353896090909,6853555.5990454545,2020-05-15 09:00:00,HmiyD2TTLFNqkNe,27.6209698,45.0092326,0.6231526486666666,9,Clear-Sky,0.09789528009647462,2020-05-15
2020-05-15 09:15:00,4135001,98826.017857,9692.832143,908.2264610363636,6853710.004363636,2020-05-15 09:15:00,HmiyD2TTLFNqkNe,27.988362071428572,46.6177065,0.3448840357142857,9,Clear-Sky,0.09807976030184082,2020-05-15
2020-05-15 09:30:00,4135001,76522.24999899999,7511.4000001,994.9496753045455,6853797.353909091,2020-05-15 09:30:00,HmiyD2TTLFNqkNe,27.516727866666667,39.136326,0.2492484,9,Cloud-Affected,0.09815968558423414,2020-05-15
2020-05-15 09:45:00,4135001,161370.035715,15793.1124999,1115.1536796545454,6853916.853909091,2020-05-15 09:45:00,HmiyD2TTLFNqkNe,27.450107666666668,40.93057693333333,0.5412059773333334,9,Clear-Sky,0.09786892857725238,2020-05-15
2020-05-15 10:00:00,4135001,183026.214283,17896.7982142,1333.9423702000001,6854136.3165,2020-05-15 10:00:00,HmiyD2TTLFNqkNe,28.632191866666663,52.5477356,0.670675372,10,Clear-Sky,0.09778270443012875,2020-05-15
2020-05-15 10:15:00,4135001,158716.553571,15531.95,1498.7970779090908,6854299.8766363645,2020-05-15 10:15:00,HmiyD2TTLFNqkNe,28.768912733333337,47.633738,0.5722834766666666,10,Clear-Sky,0.09785967279746888,2020-05-15
2020-05-15 10:30:00,4135001,129103.635715,12648.5917859,1673.7806817727273,6854475.562545454,2020-05-15 10:30:00,HmiyD2TTLFNqkNe,29.35144260000001,49.249723266666656,0.4551483833333333,10,Clear-Sky,0.09797239028823426,2020-05-15
2020-05-15 10:45:00,4135001,113123.142857,11091.6289285,1809.0587662272728,6854610.514636364,2020-05-15 10:45:00,HmiyD2TTLFNqkNe,28.854707866666665,44.048325600000005,0.3619616539999999,10,Clear-Sky,0.09804915818614614,2020-05-15
2020-05-15 11:00:00,4135001,193768.035707,18936.5592845,1972.270617,6854774.381090909,2020-05-15 11:00:00,HmiyD2TTLFNqkNe,29.410819333333336,47.68545339999999,0.6365608813333332,11,Clear-Sky,0.09772798292249965,2020-05-15
2020-05-15 11:15:00,4135001,160301.22619000002,15683.7136904,2170.5800865454544,6854971.693727273,2020-05-15 11:15:00,HmiyD2TTLFNqkNe,30.21606228571428,50.006988571428565,0.5857872135714286,11,Clear-Sky,0.09783901260874066,2020-05-15
2020-05-15 11:30:00,4135001,155409.160714,15207.2839286,2351.1842532272726,6855153.227136364,2020-05-15 11:30:00,HmiyD2TTLFNqkNe,30.2870728,49.8413636,0.5570693833333333,11,Clear-Sky,0.09785320156632218,2020-05-15
2020-05-15 11:45:00,4135001,167668.196427,16401.5892857,2512.3230519090907,6855314.678590909,2020-05-15 11:45:00,HmiyD2TTLFNqkNe,30.811049333333333,47.8363832,0.4679868693333333,11,Clear-Sky,0.09782170760595606,2020-05-15
2020-05-15 12:00:00,4135001,155821.696428,15250.8083332,2710.0430195000004,6855511.8915,2020-05-15 12:00:00,HmiyD2TTLFNqkNe,31.305375066666663,49.183583533333326,0.5149625866666667,12,Clear-Sky,0.09787345846441153,2020-05-15
2020-05-15 12:15:00,4135001,209569.398819,20477.0178565,2906.0137987272724,6855708.7378181815,2020-05-15 12:15:00,HmiyD2TTLFNqkNe,31.50729773333333,49.84449266666666,0.7878660286666666,12,Clear-Sky,0.09770996133927694,2020-05-15
2020-05-15 12:30:00,4135001,197884.50001,19341.707142,3143.775974045455,6855944.768363637,2020-05-15 12:30:00,HmiyD2TTLFNqkNe,32.147684733333335,52.35325513333333,0.6492476293333334,12,Clear-Sky,0.09774240600462682,2020-05-15
2020-05-15 12:45:00,4135001,209419.238093,20470.8976196,3358.145292227273,6856159.755681818,2020-05-15 12:45:00,HmiyD2TTLFNqkNe,32.39142040000001,50.631239933333326,0.761243312,12,Clear-Sky,0.0977507979019061,2020-05-15
2020-05-15 13:00:00,4135001,129842.357143,12721.8767857,3543.696428545454,6856345.147772727,2020-05-15 13:00:00,HmiyD2TTLFNqkNe,32.622796071428574,49.610767714285714,0.4160351014285714,13,Clear-Sky,0.0979794041453587,2020-05-15
2020-05-15 13:15:00,4135001,149740.553574,14665.9857143,3704.172889636364,6856506.446681818,2020-05-15 13:15:00,HmiyD2TTLFNqkNe,32.49706446666666,47.01116133333333,0.489243946,13,Clear-Sky,0.097942643888065,2020-05-15
2020-05-15 13:30:00,4135001,175573.464286,17185.6589285,3884.042207818182,6856685.603863636,2020-05-15 13:30:00,HmiyD2TTLFNqkNe,32.52462140000001,46.66986293333333,0.574561224,13,Clear-Sky,0.09788300867895082,2020-05-15
2020-05-15 13:45:00,4135001,170970.589284,16736.7428575,4073.566558545455,6856874.882499999,2020-05-15 13:45:00,HmiyD2TTLFNqkNe,32.67847086666667,47.516884133333335,0.560985624,13,Clear-Sky,0.09789252600456634,2020-05-15
2020-05-15 14:00:00,4135001,222438.714294,21747.0660709,4288.7199675,6857089.345,2020-05-15 14:00:00,HmiyD2TTLFNqkNe,33.763185400000005,49.80390433333333,0.7350834633333333,14,Clear-Sky,0.09776655174403065,2020-05-15
2020-05-15 14:15:00,4135001,259813.28571999999,25352.546429,4557.521103954546,6857358.783363637,2020-05-15 14:15:00,HmiyD2TTLFNqkNe,34.13076993333335,55.030613,0.8936614913333333,14,Clear-Sky,0.0975798691692863,2020-05-15
2020-05-15 14:30:00,4135001,142901.932142,13989.1960714,4802.250324636364,6857603.648863637,2020-05-15 14:30:00,HmiyD2TTLFNqkNe,34.08138426666667,54.51913673333334,0.466788824,14,Clear-Sky,0.09789368038424488,2020-05-15
2020-05-15 14:45:00,4135001,160715.529762,15723.0553573,4952.359036818182,6857754.874181818,2020-05-15 14:45:00,HmiyD2TTLFNqkNe,33.69572221428571,47.618194642857134,0.5421384957142857,14,Clear-Sky,0.09783158715641183,2020-05-15
2020-05-15 15:00:00,4135001,128604.375,12603.7660715,5120.801136363636,6857922.7102272725,2020-05-15 15:00:00,HmiyD2TTLFNqkNe,33.89057606666666,46.02908119999999,0.3988885433333333,15,Clear-Sky,0.09800417809658497,2020-05-15
2020-05-15 15:15:00,4135001,143255.142856,14031.0267857,5272.090909045455,6858074.000045454,2020-05-15 15:15:00,HmiyD2TTLFNqkNe,34.043744000000004,44.28609193333333,0.4472921486666666,15,Clear-Sky,0.09794431464009626,2020-05-15
2020-05-15 15:30:00,4135001,166946.32143,16342.9196427,5445.205627727272,6858247.811681818,2020-05-15 15:30:00,HmiyD2TTLFNqkNe,34.40285233333333,46.7442812,0.5651963973333332,15,Clear-Sky,0.09789325995752789,2020-05-15
2020-05-15 15:45:00,4135001,107547.160714,10543.7660713,5584.471861454545,6858386.070363637,2020-05-15 15:45:00,HmiyD2TTLFNqkNe,34.430942666666674,43.9206158,0.3462306933333333,15,Clear-Sky,0.09803853492087088,2020-05-15
2020-05-15 16:00:00,4135001,109120.678571,10704.0232143,5722.171266272728,6858524.080318182,2020-05-15 16:00:00,HmiyD2TTLFNqkNe,34.38115033333334,43.332853333333325,0.3581823699999999,16,Clear-Sky,0.0980934443817206,2020-05-15
2020-05-15 16:15:00,4135001,99493.017857,9763.4464286,5827.660714272727,6858629.569818183,2020-05-15 16:15:00,HmiyD2TTLFNqkNe,34.12625693333333,41.007431933333336,0.3288961193333332,16,Clear-Sky,0.09813197588028612,2020-05-15
2020-05-15 16:30:00,4135001,104079.607143,10210.6642856,5946.182629818182,6858747.728136363,2020-05-15 16:30:00,HmiyD2TTLFNqkNe,34.35660993333333,41.28059066666666,0.344954196,16,Clear-Sky,0.09810436997106527,2020-05-15
2020-05-15 16:45:00,4135001,77777.196429,7643.7595239,6048.143939409091,6858850.295454546,2020-05-15 16:45:00,HmiyD2TTLFNqkNe,33.86159653333333,39.419075933333325,0.260346758,16,Cloud-Affected,0.09827764273912486,2020-05-15
2020-05-15 17:00:00,4135001,49913.767857,4894.9928571,6119.1290583636355,6858921.1031818185,2020-05-15 17:00:00,HmiyD2TTLFNqkNe,33.443313571428575,36.82670364285714,0.1668127414285714,17,Cloud-Affected,0.09806899112733516,2020-05-15
